artigo,capitulo_atual,tema,status,plc_arts,observacao
540,Tít. V — Cap. XII,Pedreiras; barreiras e saibreiras,MANTIDO,251–258,Licença precária e restrições preservadas; detalhes operacionais remetidos a regulamento
541,Tít. V — Cap. XII,Pedreiras; barreiras e saibreiras,MANTIDO,251–258,Licença precária e restrições preservadas; detalhes operacionais remetidos a regulamento
542,Tít. V — Cap. XII,Pedreiras; barreiras e saibreiras,MANTIDO,251–258,Licença precária e restrições preservadas; detalhes operacionais remetidos a regulamento
543,Tít. V — Cap. XII,Pedreiras; barreiras e saibreiras,MANTIDO,251–258,Licença precária e restrições preservadas; detalhes operacionais remetidos a regulamento
544,Tít. V — Cap. XII,Pedreiras; barreiras e saibreiras,MANTIDO,251–258,Licença precária e restrições preservadas; detalhes operacionais remetidos a regulamento
545,Tít. V — Cap. XII,Pedreiras; barreiras e saibreiras,MANTIDO,251–258,Licença precária e restrições preservadas; detalhes operacionais remetidos a regulamento
546,Tít. V — Cap. XII,Pedreiras; barreiras e saibreiras,MANTIDO,251–258,Licença precária e restrições preservadas; detalhes operacionais remetidos a regulamento
547,Tít. V — Cap. XII,Pedreiras; barreiras e saibreiras,MANTIDO,251–258,Licença precária e restrições preservadas; detalhes operacionais remetidos a regulamento
548,Tít. V — Cap. XII,Pedreiras; barreiras e saibreiras,MANTIDO,251–258,Licença precária e restrições preservadas; detalhes operacionais remetidos a regulamento
549,Tít. V — Cap. XIII,Extração e depósitos de areia,MANTIDO,259–262,Praticamente literal
550,Tít. V — Cap. XIII,Extração e depósitos de areia,MANTIDO,259–262,Praticamente literal
551,Tít. V — Cap. XIII,Extração e depósitos de areia,MANTIDO,259–262,Praticamente literal
552,Tít. V — Cap. XIV,Segurança no trabalho,REVOGADO_SEM_CORRESPONDENTE,—,Matéria de competência federal (CLT/NRs); remoção corrige invasão de competência
553,Tít. V — Cap. XIV,Segurança no trabalho,REVOGADO_SEM_CORRESPONDENTE,—,Matéria de competência federal (CLT/NRs); remoção corrige invasão de competência
554,Tít. V — Cap. XIV,Segurança no trabalho,REVOGADO_SEM_CORRESPONDENTE,—,Matéria de competência federal (CLT/NRs); remoção corrige invasão de competência
555,Tít. V — Cap. XIV,Segurança no trabalho,REVOGADO_SEM_CORRESPONDENTE,—,Matéria de competência federal (CLT/NRs); remoção corrige invasão de competência
556,Tít. V — Cap. XIV,Segurança no trabalho,REVOGADO_SEM_CORRESPONDENTE,—,Matéria de competência federal (CLT/NRs); remoção corrige invasão de competência
557,Tít. V — Cap. XIV,Segurança no trabalho,REVOGADO_SEM_CORRESPONDENTE,—,Matéria de competência federal (CLT/NRs); remoção corrige invasão de competência
558,Tít. V — Cap. XIV,Segurança no trabalho,REVOGADO_SEM_CORRESPONDENTE,—,Matéria de competência federal (CLT/NRs); remoção corrige invasão de competência
559,Tít. V — Cap. XIV,Segurança no trabalho,REVOGADO_SEM_CORRESPONDENTE,—,Matéria de competência federal (CLT/NRs); remoção corrige invasão de competência
560,Tít. V — Cap. XIV,Segurança no trabalho,REVOGADO_SEM_CORRESPONDENTE,—,Matéria de competência federal (CLT/NRs); remoção corrige invasão de competência
561,Tít. V — Cap. XIV,Segurança no trabalho,REVOGADO_SEM_CORRESPONDENTE,—,Matéria de competência federal (CLT/NRs); remoção corrige invasão de competência
562,Tít. V — Cap. XIV,Segurança no trabalho,REVOGADO_SEM_CORRESPONDENTE,—,Matéria de competência federal (CLT/NRs); remoção corrige invasão de competência
563,Tít. V — Cap. XIV,Segurança no trabalho,REVOGADO_SEM_CORRESPONDENTE,—,Matéria de competência federal (CLT/NRs); remoção corrige invasão de competência
564,Tít. V — Cap. XIV,Segurança no trabalho,REVOGADO_SEM_CORRESPONDENTE,—,Matéria de competência federal (CLT/NRs); remoção corrige invasão de competência
565,Tít. V — Cap. XIV,Segurança no trabalho,REVOGADO_SEM_CORRESPONDENTE,—,Matéria de competência federal (CLT/NRs); remoção corrige invasão de competência
566,Tít. V — Cap. XIV,Segurança no trabalho,REVOGADO_SEM_CORRESPONDENTE,—,Matéria de competência federal (CLT/NRs); remoção corrige invasão de competência
567,Tít. V — Cap. XIV,Segurança no trabalho,REVOGADO_SEM_CORRESPONDENTE,—,Matéria de competência federal (CLT/NRs); remoção corrige invasão de competência
568,Tít. V — Cap. XV,Aferição de pesos e medidas,REVOGADO_SEM_CORRESPONDENTE,—,Matéria do Inmetro/IPEM; remoção corrige sobreposição
569,Tít. V — Cap. XV,Aferição de pesos e medidas,REVOGADO_SEM_CORRESPONDENTE,—,Matéria do Inmetro/IPEM; remoção corrige sobreposição
570,Tít. V — Cap. XV,Aferição de pesos e medidas,REVOGADO_SEM_CORRESPONDENTE,—,Matéria do Inmetro/IPEM; remoção corrige sobreposição
571,Tít. V — Cap. XV,Aferição de pesos e medidas,REVOGADO_SEM_CORRESPONDENTE,—,Matéria do Inmetro/IPEM; remoção corrige sobreposição
572,Tít. V — Cap. XV,Aferição de pesos e medidas,REVOGADO_SEM_CORRESPONDENTE,—,Matéria do Inmetro/IPEM; remoção corrige sobreposição
573,Tít. VI,Fiscalização; intimação e vistorias,ALTERADO,280–292,Procedimentos modernizados: ciência pessoal/postal/eletrônica/edital; multa de 60–600 UFESP por impedir a fiscalização; vistorias simplificadas
574,Tít. VI,Fiscalização; intimação e vistorias,ALTERADO,280–292,Procedimentos modernizados: ciência pessoal/postal/eletrônica/edital; multa de 60–600 UFESP por impedir a fiscalização; vistorias simplificadas
575,Tít. VI,Fiscalização; intimação e vistorias,ALTERADO,280–292,Procedimentos modernizados: ciência pessoal/postal/eletrônica/edital; multa de 60–600 UFESP por impedir a fiscalização; vistorias simplificadas
576,Tít. VI,Fiscalização; intimação e vistorias,ALTERADO,280–292,Procedimentos modernizados: ciência pessoal/postal/eletrônica/edital; multa de 60–600 UFESP por impedir a fiscalização; vistorias simplificadas
577,Tít. VI,Fiscalização; intimação e vistorias,ALTERADO,280–292,Procedimentos modernizados: ciência pessoal/postal/eletrônica/edital; multa de 60–600 UFESP por impedir a fiscalização; vistorias simplificadas
578,Tít. VI,Fiscalização; intimação e vistorias,ALTERADO,280–292,Procedimentos modernizados: ciência pessoal/postal/eletrônica/edital; multa de 60–600 UFESP por impedir a fiscalização; vistorias simplificadas
579,Tít. VI,Fiscalização; intimação e vistorias,ALTERADO,280–292,Procedimentos modernizados: ciência pessoal/postal/eletrônica/edital; multa de 60–600 UFESP por impedir a fiscalização; vistorias simplificadas
580,Tít. VI,Fiscalização; intimação e vistorias,ALTERADO,280–292,Procedimentos modernizados: ciência pessoal/postal/eletrônica/edital; multa de 60–600 UFESP por impedir a fiscalização; vistorias simplificadas
581,Tít. VI,Fiscalização; intimação e vistorias,ALTERADO,280–292,Procedimentos modernizados: ciência pessoal/postal/eletrônica/edital; multa de 60–600 UFESP por impedir a fiscalização; vistorias simplificadas
582,Tít. VI,Fiscalização; intimação e vistorias,ALTERADO,280–292,Procedimentos modernizados: ciência pessoal/postal/eletrônica/edital; multa de 60–600 UFESP por impedir a fiscalização; vistorias simplificadas
583,Tít. VI,Fiscalização; intimação e vistorias,ALTERADO,280–292,Procedimentos modernizados: ciência pessoal/postal/eletrônica/edital; multa de 60–600 UFESP por impedir a fiscalização; vistorias simplificadas
584,Tít. VI,Fiscalização; intimação e vistorias,ALTERADO,280–292,Procedimentos modernizados: ciência pessoal/postal/eletrônica/edital; multa de 60–600 UFESP por impedir a fiscalização; vistorias simplificadas
585,Tít. VI,Fiscalização; intimação e vistorias,ALTERADO,280–292,Procedimentos modernizados: ciência pessoal/postal/eletrônica/edital; multa de 60–600 UFESP por impedir a fiscalização; vistorias simplificadas
586,Tít. VII,Aceitação das instalações,REVOGADO_SEM_CORRESPONDENTE,—,Etapa absorvida pelo licenciamento (221–226)
587,Tít. VII,Aceitação das instalações,REVOGADO_SEM_CORRESPONDENTE,—,Etapa absorvida pelo licenciamento (221–226)
588,Tít. VII,Aceitação das instalações,REVOGADO_SEM_CORRESPONDENTE,—,Etapa absorvida pelo licenciamento (221–226)
589,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
590,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
591,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
592,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
593,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
594,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
595,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
596,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
597,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
598,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
599,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
600,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
601,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
602,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
603,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
604,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
605,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
606,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
607,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
608,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
609,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
610,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
611,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
612,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
613,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
614,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
615,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
616,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
617,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
618,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
619,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
620,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
621,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
622,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
623,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
624,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
625,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
626,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
627,Tít. VIII,Infrações e penalidades (589–627; 627-A; 627-B),ALTERADO,299–330,Multas em R$ fixos → UFESP com dosimetria; advertência formalizada; apreensão com rito e destinação; suspensão; embargo; interdição; lacração e emparedamento sistematizados; demolição com execução subsidiária e taxa de 100%
628,Tít. IX,Disposições finais,ALTERADO,331–335,Comissão Consultiva do Código de Posturas (art. 636) desaparece; prazos em dias corridos mantidos; cláusula revogatória nominal (334)
629,Tít. IX,Disposições finais,ALTERADO,331–335,Comissão Consultiva do Código de Posturas (art. 636) desaparece; prazos em dias corridos mantidos; cláusula revogatória nominal (334)
630,Tít. IX,Disposições finais,ALTERADO,331–335,Comissão Consultiva do Código de Posturas (art. 636) desaparece; prazos em dias corridos mantidos; cláusula revogatória nominal (334)
631,Tít. IX,Disposições finais,ALTERADO,331–335,Comissão Consultiva do Código de Posturas (art. 636) desaparece; prazos em dias corridos mantidos; cláusula revogatória nominal (334)
632,Tít. IX,Disposições finais,ALTERADO,331–335,Comissão Consultiva do Código de Posturas (art. 636) desaparece; prazos em dias corridos mantidos; cláusula revogatória nominal (334)
633,Tít. IX,Disposições finais,ALTERADO,331–335,Comissão Consultiva do Código de Posturas (art. 636) desaparece; prazos em dias corridos mantidos; cláusula revogatória nominal (334)
634,Tít. IX,Disposições finais,ALTERADO,331–335,Comissão Consultiva do Código de Posturas (art. 636) desaparece; prazos em dias corridos mantidos; cláusula revogatória nominal (334)
635,Tít. IX,Disposições finais,ALTERADO,331–335,Comissão Consultiva do Código de Posturas (art. 636) desaparece; prazos em dias corridos mantidos; cláusula revogatória nominal (334)
636,Tít. IX,Disposições finais,ALTERADO,331–335,Comissão Consultiva do Código de Posturas (art. 636) desaparece; prazos em dias corridos mantidos; cláusula revogatória nominal (334)
637,Tít. IX,Disposições finais,ALTERADO,331–335,Comissão Consultiva do Código de Posturas (art. 636) desaparece; prazos em dias corridos mantidos; cláusula revogatória nominal (334)
638,Tít. IX,Disposições finais,ALTERADO,331–335,Comissão Consultiva do Código de Posturas (art. 636) desaparece; prazos em dias corridos mantidos; cláusula revogatória nominal (334)
639,Tít. IX,Disposições finais,ALTERADO,331–335,Comissão Consultiva do Código de Posturas (art. 636) desaparece; prazos em dias corridos mantidos; cláusula revogatória nominal (334)
640,Tít. IX,Disposições finais,ALTERADO,331–335,Comissão Consultiva do Código de Posturas (art. 636) desaparece; prazos em dias corridos mantidos; cláusula revogatória nominal (334)
